FILE,PAGE,CLASS-1,CLASS-2,CLASS-3,SCORE-1,SCORE-2,SCORE-3
caa_conference,19,PHOTO_L,PHOTO,LINE_HW,0.626,0.344,0.029
caa_conference,21,PHOTO,DRAW,TEXT,1.0,0.0,0.0
caa_conference,22,PHOTO,TEXT_P,LINE_HW,0.669,0.288,0.044
caa_conference,24,PHOTO,PHOTO_L,LINE_HW,0.637,0.351,0.013
caa_conference,25,LINE_P,TEXT_P,LINE_HW,0.921,0.074,0.004
caa_conference,26,DRAW,LINE_P,TEXT_P,1.0,0.0,0.0
caa_conference,27,DRAW,TEXT,PHOTO,1.0,0.0,0.0
caa_conference,29,TEXT_P,TEXT,LINE_P,1.0,0.0,0.0
caa_conference,30,DRAW,PHOTO,TEXT,1.0,0.0,0.0
caa_conference,31,DRAW,PHOTO,TEXT,1.0,0.0,0.0
caa_conference,32,LINE_P,TEXT_T,TEXT_P,1.0,0.0,0.0
caa_conference,33,DRAW,PHOTO,TEXT_P,1.0,0.0,0.0
caa_conference,34,TEXT_P,TEXT,LINE_P,1.0,0.0,0.0
caa_conference,35,TEXT_P,TEXT,LINE_P,0.999,0.001,0.0
caa_conference,36,TEXT_P,TEXT,LINE_P,1.0,0.0,0.0
caa_conference,40,DRAW,TEXT,LINE_P,1.0,0.0,0.0
caa_conference,42,DRAW,PHOTO,TEXT_P,0.999,0.0,0.0
caa_conference,43,TEXT_P,LINE_P,TEXT,0.995,0.005,0.001
caa_conference,44,DRAW,PHOTO,LINE_P,1.0,0.0,0.0
defense,1,TEXT_P,TEXT,LINE_P,0.929,0.071,0.0
guide_troja,1,TEXT,PHOTO,DRAW,0.939,0.05,0.01
guide_troja,2,TEXT,LINE_T,LINE_P,0.99,0.009,0.001
guide_troja,3,PHOTO,DRAW,PHOTO_L,1.0,0.0,0.0
guide_troja,4,TEXT,LINE_HW,TEXT_P,1.0,0.0,0.0
guide_troja,5,TEXT,LINE_HW,TEXT_P,0.997,0.003,0.0
guide_troja,6,TEXT,PHOTO,DRAW,0.965,0.029,0.006
ijdl,1,LINE_P,TEXT_P,TEXT,0.975,0.025,0.0
ijdl,3,TEXT_P,TEXT,LINE_P,1.0,0.0,0.0
ijdl,4,TEXT_P,TEXT,LINE_P,1.0,0.0,0.0
ijdl,5,PHOTO,DRAW,LINE_P,0.996,0.004,0.0
ijdl,6,DRAW,LINE_P,TEXT,0.669,0.213,0.119
ijdl,8,DRAW,PHOTO,DRAW_L,0.877,0.075,0.048
ijdl,13,DRAW,PHOTO,PHOTO_L,0.985,0.015,0.0
ijdl,14,LINE_P,TEXT_P,DRAW,1.0,0.0,0.0
ijdl,16,LINE_P,DRAW,PHOTO,0.912,0.083,0.005
ijdl,17,DRAW,PHOTO,DRAW_L,1.0,0.0,0.0
ijdl,21,LINE_P,TEXT_P,TEXT,1.0,0.0,0.0
ijdl,24,TEXT_P,TEXT,DRAW,1.0,0.0,0.0
ijdl,27,TEXT_P,TEXT,LINE_P,1.0,0.0,0.0
ijdl,28,LINE_P,TEXT_P,TEXT,1.0,0.0,0.0
ijdl,29,LINE_P,LINE_T,TEXT_P,1.0,0.0,0.0
pages_online,2,TEXT_T,TEXT,TEXT_P,0.989,0.01,0.001
pages_online,3,TEXT_T,TEXT,TEXT_P,1.0,0.0,0.0
pages_online,4,TEXT,TEXT_HW,TEXT_P,1.0,0.0,0.0
pages_online,5,TEXT_T,TEXT_P,TEXT,0.574,0.318,0.109
pages_online,6,TEXT,TEXT_T,LINE_T,0.842,0.083,0.076
pages_online,7,TEXT_T,LINE_T,TEXT,0.871,0.124,0.006
pages_online,8,TEXT,TEXT_T,DRAW,0.645,0.301,0.054
pages_online,9,TEXT,TEXT_HW,TEXT_T,0.517,0.451,0.032
pages_online,10,TEXT_P,TEXT,TEXT_T,0.462,0.435,0.103
pages_online,11,TEXT_T,LINE_P,TEXT_P,0.809,0.178,0.013
pages_online,12,TEXT,TEXT_T,TEXT_P,0.613,0.295,0.092
pages_online,13,TEXT_P,TEXT,DRAW,0.991,0.006,0.002
pages_online,14,TEXT_HW,TEXT_T,TEXT,1.0,0.0,0.0
pages_online,15,TEXT_HW,TEXT_T,LINE_HW,1.0,0.0,0.0
pages_online,16,TEXT_HW,TEXT,TEXT_P,0.717,0.238,0.045
pages_online,17,TEXT_HW,TEXT,LINE_HW,1.0,0.0,0.0
pages_online,18,TEXT_HW,TEXT_P,TEXT_T,0.648,0.246,0.107
pages_online,19,PHOTO,DRAW,TEXT,0.975,0.022,0.003
pages_online,21,TEXT_P,TEXT,LINE_P,0.998,0.001,0.0
pages_online,22,TEXT,LINE_HW,TEXT_HW,0.998,0.001,0.0
pages_online,23,LINE_T,LINE_HW,DRAW,0.994,0.004,0.002
pages_online,24,LINE_HW,TEXT_HW,LINE_P,1.0,0.0,0.0
pages_online,25,LINE_T,LINE_HW,LINE_P,0.919,0.065,0.016
pages_online,26,TEXT,LINE_HW,TEXT_HW,0.982,0.017,0.001
pages_online,27,TEXT_HW,LINE_HW,TEXT_T,1.0,0.0,0.0
pages_online,28,DRAW,LINE_HW,TEXT_HW,0.98,0.02,0.0
pages_online,29,TEXT_T,TEXT,TEXT_P,0.999,0.001,0.0
pages_online,30,PHOTO,PHOTO_L,TEXT,0.92,0.071,0.01
pages_online,31,PHOTO,TEXT_P,DRAW,0.831,0.116,0.054
pages_online,32,DRAW,TEXT,DRAW_L,0.946,0.042,0.012
pages_online,33,LINE_HW,DRAW,DRAW_L,1.0,0.0,0.0
pages_online,34,DRAW,TEXT_HW,TEXT,0.658,0.342,0.0
pages_online,35,TEXT_T,DRAW,PHOTO,0.541,0.318,0.142
pages_online,36,TEXT_HW,TEXT_T,LINE_HW,1.0,0.0,0.0
pages_online,37,DRAW,PHOTO,TEXT_T,0.983,0.016,0.001
pages_online,38,DRAW,PHOTO,TEXT_T,0.934,0.062,0.004
pages_online,39,DRAW_L,PHOTO_L,DRAW,0.994,0.004,0.002
pages_online,42,DRAW,TEXT_HW,LINE_T,0.809,0.128,0.063
pages_online,43,LINE_P,LINE_T,TEXT_P,1.0,0.0,0.0
pages_online,47,PHOTO,DRAW,TEXT_T,0.988,0.011,0.0
pages_online,48,DRAW,LINE_T,LINE_HW,0.999,0.001,0.0
pages_online,49,LINE_HW,LINE_P,TEXT_HW,1.0,0.0,0.0
pages_online,50,PHOTO,DRAW,LINE_P,0.88,0.115,0.005
pages_online,51,LINE_P,LINE_T,TEXT_P,0.988,0.012,0.0
pages_online,52,LINE_P,LINE_T,PHOTO,0.998,0.002,0.0
pages_online,54,DRAW,LINE_T,LINE_P,0.589,0.332,0.079
pages_online,55,DRAW_L,LINE_T,PHOTO_L,0.996,0.003,0.001
pages_online,56,LINE_P,PHOTO,PHOTO_L,0.919,0.076,0.005
pages_online,58,LINE_HW,DRAW,TEXT,0.915,0.085,0.0
pages_online,59,LINE_P,DRAW,PHOTO_L,1.0,0.0,0.0
presentation_thesis,1,DRAW,TEXT,TEXT_P,0.867,0.115,0.019
presentation_thesis,4,DRAW,PHOTO,DRAW_L,0.998,0.002,0.0
presentation_thesis,5,DRAW,PHOTO,TEXT,1.0,0.0,0.0
presentation_thesis,6,PHOTO,DRAW,PHOTO_L,0.978,0.021,0.0
presentation_thesis,7,PHOTO,DRAW,DRAW_L,0.686,0.311,0.003
presentation_thesis,9,DRAW,PHOTO,TEXT,0.953,0.024,0.023
presentation_thesis,11,PHOTO,DRAW_L,PHOTO_L,0.962,0.021,0.017
presentation_thesis,12,TEXT_P,TEXT,DRAW,1.0,0.0,0.0
presentation_thesis,13,PHOTO,PHOTO_L,DRAW,0.635,0.292,0.074
presentation_thesis,14,LINE_P,LINE_HW,LINE_T,1.0,0.0,0.0
presentation_thesis,17,PHOTO,DRAW,LINE_P,0.637,0.333,0.031
presentation_thesis,18,LINE_T,LINE_P,LINE_HW,0.694,0.297,0.009
presentation_thesis,20,PHOTO,DRAW,PHOTO_L,0.998,0.001,0.001
presentation_thesis,22,TEXT,TEXT_P,DRAW,0.997,0.002,0.001
presentation_thesis,24,LINE_P,TEXT_P,LINE_T,0.975,0.02,0.005
presentation_thesis,26,LINE_T,LINE_P,TEXT,0.767,0.23,0.003
presentation_thesis,27,PHOTO,PHOTO_L,TEXT,1.0,0.0,0.0
presentation_thesis,30,TEXT,TEXT_P,LINE_P,0.928,0.057,0.016
presentation_thesis,31,TEXT,TEXT_P,LINE_P,0.768,0.122,0.11
presentation_thesis,33,TEXT_P,TEXT,LINE_P,0.528,0.469,0.002
presentation_thesis,36,LINE_P,LINE_T,LINE_HW,1.0,0.0,0.0
presentation_thesis,37,TEXT,TEXT_P,LINE_P,0.708,0.289,0.003
presentation_thesis,39,LINE_P,LINE_T,LINE_HW,1.0,0.0,0.0
presentation_thesis,40,TEXT,TEXT_P,LINE_P,0.707,0.29,0.002
presentation_thesis,41,LINE_T,TEXT_P,LINE_P,0.468,0.314,0.219
presentation_thesis,42,TEXT,TEXT_P,LINE_P,0.999,0.001,0.0
presentation_thesis,43,DRAW,PHOTO,LINE_P,1.0,0.0,0.0
presentation_thesis,44,TEXT,LINE_P,TEXT_P,0.576,0.265,0.16
presentation_thesis,45,LINE_P,LINE_HW,LINE_T,0.598,0.4,0.002
presentation_thesis,47,TEXT_P,TEXT,LINE_HW,0.999,0.001,0.0
thesis,1,TEXT,TEXT_P,TEXT_T,0.992,0.008,0.0
thesis,2,TEXT_P,TEXT,LINE_P,0.99,0.009,0.002
thesis,3,TEXT_P,TEXT,LINE_P,1.0,0.0,0.0
thesis,5,TEXT_P,DRAW,LINE_P,0.895,0.082,0.023
thesis,7,LINE_P,TEXT,TEXT_P,0.707,0.148,0.145
thesis,8,DRAW,TEXT,TEXT_P,0.948,0.05,0.002
thesis,10,PHOTO,DRAW,LINE_P,0.927,0.072,0.0
thesis,11,DRAW,PHOTO,TEXT,1.0,0.0,0.0
thesis,14,TEXT_P,TEXT,DRAW,1.0,0.0,0.0
thesis,16,DRAW,PHOTO,DRAW_L,1.0,0.0,0.0
thesis,18,DRAW,TEXT,PHOTO,0.979,0.02,0.001
thesis,20,LINE_P,TEXT_P,TEXT,0.991,0.009,0.0
thesis,21,DRAW,PHOTO,PHOTO_L,0.614,0.386,0.0
thesis,23,DRAW,LINE_P,DRAW_L,1.0,0.0,0.0
thesis,25,LINE_P,TEXT_P,TEXT,0.945,0.051,0.005
thesis,28,LINE_P,TEXT_P,TEXT,0.844,0.083,0.073
thesis,29,LINE_P,TEXT_P,LINE_T,1.0,0.0,0.0
thesis,33,LINE_P,TEXT,DRAW,1.0,0.0,0.0
thesis,36,DRAW,PHOTO,LINE_P,1.0,0.0,0.0
thesis,38,DRAW,PHOTO,TEXT_P,1.0,0.0,0.0
thesis,41,LINE_P,TEXT_P,TEXT,1.0,0.0,0.0
thesis,42,LINE_P,TEXT_P,TEXT,1.0,0.0,0.0
thesis,43,LINE_P,TEXT_P,TEXT,0.986,0.014,0.0
thesis,45,DRAW,PHOTO,LINE_HW,1.0,0.0,0.0
thesis,46,PHOTO,DRAW,LINE_P,0.757,0.226,0.017
thesis,47,DRAW,PHOTO,PHOTO_L,1.0,0.0,0.0
thesis,51,DRAW,PHOTO,DRAW_L,1.0,0.0,0.0
thesis,55,LINE_P,TEXT,TEXT_P,0.424,0.368,0.208
thesis,56,TEXT_P,TEXT,DRAW,1.0,0.0,0.0
thesis,57,DRAW,PHOTO,TEXT_P,1.0,0.0,0.0
thesis,59,DRAW,LINE_P,PHOTO,1.0,0.0,0.0
thesis,60,LINE_P,LINE_T,TEXT,1.0,0.0,0.0
thesis,61,LINE_P,TEXT_P,TEXT,1.0,0.0,0.0
thesis,62,LINE_P,TEXT_P,TEXT,1.0,0.0,0.0
thesis,66,LINE_P,TEXT_P,TEXT,1.0,0.0,0.0
thesis,69,TEXT_P,TEXT,DRAW,1.0,0.0,0.0
thesis,74,TEXT_P,LINE_P,DRAW,0.926,0.073,0.0
thesis,78,LINE_P,TEXT_P,DRAW,1.0,0.0,0.0
thesis,80,TEXT_P,TEXT,LINE_P,1.0,0.0,0.0
thesis,82,DRAW,TEXT,TEXT_P,0.831,0.131,0.038
thesis,83,DRAW,LINE_P,DRAW_L,0.991,0.008,0.001
thesis,84,PHOTO,DRAW,LINE_P,1.0,0.0,0.0
thesis,85,DRAW,PHOTO,LINE_P,0.996,0.003,0.001
thesis,86,DRAW_L,LINE_P,DRAW,0.997,0.002,0.001
thesis,87,DRAW,LINE_HW,LINE_P,0.772,0.213,0.016
thesis,88,DRAW,DRAW_L,PHOTO,1.0,0.0,0.0
thesis,90,PHOTO,PHOTO_L,LINE_P,1.0,0.0,0.0
thesis,91,DRAW,PHOTO,TEXT,0.997,0.002,0.001
thesis,92,LINE_P,DRAW,TEXT,0.999,0.001,0.0
thesis,93,PHOTO,DRAW,LINE_P,1.0,0.0,0.0
thesis,94,DRAW,LINE_P,DRAW_L,0.975,0.024,0.001
thesis,96,TEXT_P,TEXT,TEXT_HW,1.0,0.0,0.0
thesis,98,DRAW,DRAW_L,LINE_P,1.0,0.0,0.0
thesis,99,LINE_P,TEXT,LINE_HW,0.848,0.13,0.022
thesis,100,DRAW,LINE_P,DRAW_L,0.661,0.338,0.001
thesis,101,LINE_P,DRAW,DRAW_L,0.999,0.0,0.0
thesis,102,PHOTO,DRAW,LINE_P,1.0,0.0,0.0
thesis,103,PHOTO,PHOTO_L,LINE_P,1.0,0.0,0.0
thesis,104,PHOTO,DRAW,TEXT,0.985,0.012,0.003
thesis,105,DRAW,TEXT,LINE_P,0.997,0.003,0.0
thesis,108,LINE_P,TEXT_P,DRAW,0.91,0.09,0.0
thesis,109,LINE_P,TEXT_P,DRAW,1.0,0.0,0.0
thesis,110,LINE_P,TEXT_P,TEXT,1.0,0.0,0.0
thesis,111,LINE_P,TEXT_P,TEXT,0.949,0.05,0.0
thesis,112,LINE_P,TEXT_P,LINE_T,0.998,0.002,0.0
thesis,116,TEXT_P,LINE_P,TEXT,0.994,0.003,0.003
thesis,117,TEXT_P,TEXT,DRAW,0.841,0.113,0.046
thesis,118,TEXT_P,TEXT,DRAW,1.0,0.0,0.0
thesis,119,TEXT_P,TEXT,DRAW,1.0,0.0,0.0
thesis,123,LINE_P,LINE_T,TEXT_P,1.0,0.0,0.0
thesis,124,DRAW,PHOTO,TEXT_P,1.0,0.0,0.0
ticket,1,TEXT,PHOTO_L,PHOTO,0.683,0.294,0.023
ticket,2,LINE_P,LINE_T,DRAW,1.0,0.0,0.0
