FILE,PAGE,CLASS-1,CLASS-2,CLASS-3,SCORE-1,SCORE-2,SCORE-3
CTX199805567,624,DRAW,LINE_P,LINE_T,1.0,0.0,0.0
CTX199806732,1,LINE_P,TEXT,TEXT_P,1.0,0.0,0.0
CTX199807156,5,TEXT_P,LINE_HW,PHOTO,1.0,0.0,0.0
CTX199904249,153,LINE_P,LINE_HW,DRAW_L,1.0,0.0,0.0
CTX199904249,284,DRAW_L,PHOTO_L,DRAW,0.976,0.014,0.011
CTX199904249,631,LINE_P,DRAW,DRAW_L,1.0,0.0,0.0
CTX199908716,1,TEXT,TEXT_P,LINE_P,0.995,0.004,0.001
CTX200409047,1,TEXT,LINE_T,LINE_HW,0.999,0.0,0.0
CTX200905448,1,PHOTO,DRAW,TEXT_P,1.0,0.0,0.0
CTX201001607,15,DRAW,DRAW_L,LINE_HW,0.999,0.0,0.0
CTX201001607,34,TEXT_P,DRAW,TEXT,1.0,0.0,0.0
CTX201001607,180,PHOTO,PHOTO_L,TEXT_P,1.0,0.0,0.0
CTX201001607,193,PHOTO,DRAW,DRAW_L,0.998,0.002,0.0
CTX201004072,26,TEXT_P,LINE_P,TEXT_T,1.0,0.0,0.0
CTX201004072,53,PHOTO,LINE_T,LINE_HW,1.0,0.0,0.0
CTX201004072,73,LINE_P,LINE_HW,TEXT_P,0.999,0.001,0.0
CTX201004072,85,LINE_P,TEXT,LINE_HW,1.0,0.0,0.0
CTX201004072,104,TEXT_P,TEXT_HW,PHOTO,0.993,0.005,0.002
CTX201404706,439,LINE_P,TEXT_P,LINE_T,0.996,0.003,0.0
CTX201404706,480,LINE_HW,LINE_P,TEXT,1.0,0.0,0.0
CTX201750154,1,LINE_HW,TEXT_HW,TEXT_T,1.0,0.0,0.0
