FILE,PAGE,CLASS-1,CLASS-2,CLASS-3,CLASS-4,CLASS-5,SCORE-1,SCORE-2,SCORE-3,SCORE-4,SCORE-5
CTX201603571,130,LINE_T,LINE_P,TEXT_P,PHOTO_L,DRAW_L,0.695,0.304,0.001,0.0,0.0
CTX201603571,131,LINE_P,LINE_T,TEXT_P,PHOTO_L,LINE_HW,0.769,0.229,0.001,0.0,0.0
CTX201603571,132,LINE_P,LINE_T,TEXT_P,PHOTO_L,TEXT_T,0.75,0.249,0.001,0.0,0.0
CTX201603571,133,LINE_T,LINE_P,TEXT_P,PHOTO_L,TEXT_T,0.618,0.38,0.001,0.0,0.0
CTX201603571,134,LINE_P,LINE_T,TEXT_P,PHOTO_L,DRAW_L,0.58,0.418,0.001,0.0,0.0
CTX201603571,135,LINE_P,LINE_T,TEXT_P,PHOTO_L,DRAW_L,0.779,0.219,0.001,0.0,0.0
CTX201603571,136,LINE_P,LINE_T,TEXT_P,PHOTO_L,TEXT_T,0.695,0.304,0.0,0.0,0.0
CTX201603571,137,LINE_P,LINE_T,TEXT_P,DRAW_L,TEXT_T,0.908,0.09,0.001,0.0,0.0
CTX201603571,138,LINE_P,LINE_T,LINE_HW,PHOTO_L,PHOTO,0.997,0.002,0.001,0.0,0.0
CTX201603571,139,LINE_P,LINE_T,LINE_HW,PHOTO_L,DRAW,0.995,0.004,0.0,0.0,0.0
CTX201603571,140,LINE_P,LINE_T,DRAW,TEXT_P,DRAW_L,0.954,0.045,0.0,0.0,0.0
CTX201603571,141,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.782,0.217,0.0,0.0,0.0
CTX201603571,142,LINE_T,LINE_P,LINE_HW,DRAW,TEXT_HW,0.999,0.0,0.0,0.0,0.0
LCTX199400067B,25,LINE_T,TEXT_T,LINE_P,DRAW_L,DRAW,1.0,0.0,0.0,0.0,0.0
LH_MTX202210018a,52,DRAW,DRAW_L,TEXT_T,LINE_P,LINE_T,1.0,0.0,0.0,0.0,0.0
LMTX202300013,13,DRAW,PHOTO,TEXT_P,PHOTO_L,DRAW_L,1.0,0.0,0.0,0.0,0.0
LMTX202420001,1,PHOTO,PHOTO_L,DRAW,TEXT_P,TEXT,0.995,0.002,0.002,0.001,0.0
LMTX202420001,9,PHOTO,DRAW_L,DRAW,PHOTO_L,TEXT_P,1.0,0.0,0.0,0.0,0.0
LP043_00001_059,18,TEXT_HW,TEXT,LINE_HW,LINE_T,TEXT_T,0.872,0.099,0.025,0.002,0.001
MPY202200003,1,DRAW,DRAW_L,LINE_T,TEXT_T,LINE_P,0.999,0.0,0.0,0.0,0.0
MPY202300001,1,DRAW,DRAW_L,TEXT,LINE_P,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX194500462,1,TEXT,TEXT_P,DRAW,LINE_P,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX195602489,10,PHOTO,PHOTO_L,TEXT,TEXT_HW,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX195602489,11,PHOTO,PHOTO_L,DRAW,TEXT,DRAW_L,1.0,0.0,0.0,0.0,0.0
MTX195602489,12,PHOTO,PHOTO_L,TEXT,DRAW_L,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX195602489,13,DRAW,TEXT_T,DRAW_L,TEXT,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX195602489,14,DRAW,TEXT_HW,TEXT_T,DRAW_L,TEXT,1.0,0.0,0.0,0.0,0.0
MTX197001050,1,LINE_T,LINE_P,TEXT_T,TEXT_HW,TEXT,1.0,0.0,0.0,0.0,0.0
MTX197001050,2,TEXT_T,TEXT_P,LINE_T,TEXT_HW,LINE_P,0.999,0.001,0.0,0.0,0.0
MTX197001050,3,TEXT_T,TEXT_P,DRAW,DRAW_L,PHOTO,1.0,0.0,0.0,0.0,0.0
MTX197001050,4,TEXT_T,TEXT_P,DRAW_L,DRAW,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX197001050,5,TEXT_T,TEXT_P,DRAW,DRAW_L,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX197001050,6,PHOTO,DRAW,DRAW_L,TEXT_T,LINE_P,0.999,0.001,0.0,0.0,0.0
MTX197001050,7,PHOTO,DRAW_L,PHOTO_L,DRAW,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX197001050,8,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT_P,1.0,0.0,0.0,0.0,0.0
MTX197001050,9,PHOTO,DRAW_L,DRAW,TEXT,TEXT_P,1.0,0.0,0.0,0.0,0.0
MTX198701704,1,LINE_T,LINE_P,DRAW,TEXT_T,TEXT,1.0,0.0,0.0,0.0,0.0
MTX198701704,2,TEXT_T,TEXT_P,TEXT,DRAW_L,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX198701704,3,TEXT_T,LINE_T,TEXT_P,LINE_P,DRAW_L,0.844,0.106,0.041,0.006,0.002
MTX198701704,4,LINE_T,LINE_P,TEXT_T,DRAW_L,LINE_HW,1.0,0.0,0.0,0.0,0.0
MTX198701704,5,LINE_T,LINE_P,TEXT_T,TEXT_P,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX198801805,1,LINE_T,LINE_P,PHOTO_L,DRAW_L,DRAW,1.0,0.0,0.0,0.0,0.0
MTX200200373,1,LINE_HW,LINE_T,LINE_P,TEXT,DRAW_L,0.563,0.411,0.017,0.007,0.002
MTX200200373,2,LINE_T,LINE_HW,LINE_P,TEXT,DRAW,0.802,0.085,0.079,0.026,0.009
MTX200200373,3,LINE_P,LINE_T,LINE_HW,DRAW,TEXT,0.4,0.357,0.233,0.006,0.005
MTX200200373,4,LINE_T,LINE_P,LINE_HW,TEXT_T,TEXT,0.982,0.01,0.003,0.003,0.002
MTX201890001,1,TEXT_HW,TEXT,DRAW,LINE_HW,TEXT_T,0.999,0.001,0.0,0.0,0.0
MTX201890029,1,TEXT_HW,TEXT_T,TEXT,DRAW,PHOTO,0.999,0.001,0.0,0.0,0.0
MTX201890029,2,PHOTO,DRAW,DRAW_L,TEXT_T,TEXT,0.998,0.002,0.0,0.0,0.0
MTX201890031,1,DRAW,DRAW_L,TEXT_T,TEXT,PHOTO_L,0.999,0.001,0.0,0.0,0.0
MTX201890034,1,DRAW_L,LINE_T,LINE_HW,PHOTO_L,PHOTO,1.0,0.0,0.0,0.0,0.0
MTX201890081,1,TEXT_T,TEXT,TEXT_HW,LINE_T,TEXT_P,0.965,0.034,0.0,0.0,0.0
MTX201890161,1,LINE_T,LINE_HW,PHOTO_L,DRAW_L,LINE_P,0.976,0.019,0.004,0.001,0.001
MTX201890345,1,TEXT_T,TEXT,PHOTO,TEXT_P,TEXT_HW,0.993,0.006,0.001,0.0,0.0
MTX201890345,2,DRAW,DRAW_L,TEXT_HW,TEXT_T,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX201890819,1,TEXT,TEXT_T,TEXT_P,LINE_HW,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX201890858,1,TEXT,TEXT_T,TEXT_HW,DRAW,PHOTO,0.74,0.254,0.002,0.002,0.001
MTX201891050,1,DRAW,DRAW_L,PHOTO,TEXT,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX201891173,1,DRAW,TEXT_HW,TEXT,PHOTO,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX201891173,2,TEXT_T,TEXT_P,TEXT,PHOTO,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX201891173,3,TEXT_T,TEXT_P,TEXT,PHOTO,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX201891179,10,PHOTO,TEXT_T,TEXT_HW,DRAW,TEXT,1.0,0.0,0.0,0.0,0.0
MTX201891179,11,PHOTO,DRAW,TEXT_T,DRAW_L,TEXT_HW,0.999,0.0,0.0,0.0,0.0
MTX201891179,12,PHOTO,DRAW,TEXT_T,PHOTO_L,TEXT_HW,0.943,0.053,0.001,0.001,0.001
MTX201891179,13,PHOTO,DRAW,TEXT_HW,TEXT_T,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX201891179,14,PHOTO,DRAW,TEXT_HW,TEXT_T,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX201891179,15,PHOTO,TEXT_T,TEXT_HW,DRAW,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX201891179,16,PHOTO,TEXT_HW,TEXT_T,DRAW,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX201891179,17,PHOTO,TEXT_HW,TEXT_T,DRAW,TEXT,1.0,0.0,0.0,0.0,0.0
MTX201891179,18,PHOTO,DRAW,TEXT_HW,TEXT_T,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX201891179,19,PHOTO,TEXT_HW,TEXT_T,PHOTO_L,DRAW_L,1.0,0.0,0.0,0.0,0.0
MTX201891179,20,PHOTO,TEXT_T,TEXT_HW,PHOTO_L,DRAW,1.0,0.0,0.0,0.0,0.0
MTX201891179,21,PHOTO,TEXT_HW,DRAW,PHOTO_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX201891179,22,PHOTO,DRAW,TEXT_T,TEXT_HW,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX201891179,23,PHOTO,TEXT_T,TEXT_HW,DRAW,DRAW_L,1.0,0.0,0.0,0.0,0.0
MTX201891306,1,TEXT,LINE_HW,TEXT_HW,PHOTO_L,DRAW,0.999,0.0,0.0,0.0,0.0
MTX201891306,2,TEXT_HW,TEXT,DRAW,LINE_HW,TEXT_T,0.991,0.008,0.0,0.0,0.0
MTX201891306,3,DRAW,DRAW_L,TEXT,TEXT_HW,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX201891389,1,PHOTO,PHOTO_L,TEXT,DRAW,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX201891607,1,PHOTO,DRAW,DRAW_L,TEXT,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX201891650,1,TEXT,LINE_HW,TEXT_P,TEXT_T,DRAW,1.0,0.0,0.0,0.0,0.0
MTX201891710,1,DRAW,TEXT_HW,TEXT,DRAW_L,LINE_T,0.796,0.163,0.038,0.002,0.001
MTX201892563,1,TEXT,TEXT_T,TEXT_P,TEXT_HW,LINE_T,0.797,0.188,0.012,0.003,0.001
MTX202110009,1,TEXT_HW,TEXT,TEXT_T,LINE_HW,DRAW,1.0,0.0,0.0,0.0,0.0
MTX202110009,2,DRAW,DRAW_L,LINE_T,LINE_P,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202110009,3,DRAW,DRAW_L,LINE_T,LINE_P,TEXT,1.0,0.0,0.0,0.0,0.0
MTX202110009,4,DRAW,DRAW_L,TEXT,LINE_T,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX202110009,5,DRAW,LINE_HW,TEXT_HW,TEXT,LINE_T,0.998,0.001,0.001,0.0,0.0
MTX202110009,6,DRAW,DRAW_L,TEXT,LINE_T,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018,10,DRAW,TEXT_T,PHOTO,PHOTO_L,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX202210018,11,DRAW,PHOTO,PHOTO_L,TEXT_T,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018,12,DRAW,TEXT_T,TEXT_HW,PHOTO,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018,13,DRAW,PHOTO,PHOTO_L,LINE_T,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018,14,DRAW,PHOTO,PHOTO_L,LINE_HW,TEXT_P,0.999,0.0,0.0,0.0,0.0
MTX202210018,15,DRAW,PHOTO,TEXT_T,LINE_T,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX202210018,16,DRAW,PHOTO,LINE_T,TEXT_T,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX202210018,17,DRAW,PHOTO,TEXT_T,TEXT_HW,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018,18,DRAW,PHOTO,TEXT_T,PHOTO_L,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018,19,DRAW,PHOTO,PHOTO_L,TEXT_P,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018,20,DRAW,PHOTO,LINE_T,TEXT_HW,PHOTO_L,0.999,0.001,0.0,0.0,0.0
MTX202210018,21,DRAW,PHOTO,PHOTO_L,TEXT,LINE_T,0.999,0.0,0.0,0.0,0.0
MTX202210018,22,DRAW,PHOTO,PHOTO_L,TEXT_T,TEXT,0.999,0.0,0.0,0.0,0.0
MTX202210018,23,DRAW,PHOTO,PHOTO_L,LINE_HW,TEXT_HW,0.999,0.0,0.0,0.0,0.0
MTX202210018,24,DRAW,PHOTO,PHOTO_L,LINE_HW,TEXT_P,1.0,0.0,0.0,0.0,0.0
MTX202210018,25,DRAW,PHOTO,PHOTO_L,LINE_T,TEXT_HW,0.999,0.0,0.0,0.0,0.0
MTX202210018,26,DRAW,PHOTO,PHOTO_L,TEXT,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX202210018,27,DRAW,PHOTO_L,PHOTO,TEXT_HW,LINE_T,0.999,0.0,0.0,0.0,0.0
MTX202210018,28,DRAW,PHOTO,PHOTO_L,TEXT,LINE_T,0.901,0.077,0.019,0.001,0.001
MTX202210018a,10,DRAW,DRAW_L,TEXT_T,TEXT_HW,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018a,11,DRAW,LINE_P,PHOTO,DRAW_L,TEXT_HW,0.997,0.001,0.001,0.001,0.0
MTX202210018a,12,DRAW,DRAW_L,LINE_T,LINE_P,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,13,DRAW,DRAW_L,TEXT_T,TEXT_HW,PHOTO,1.0,0.0,0.0,0.0,0.0
MTX202210018a,14,DRAW,DRAW_L,TEXT_T,LINE_P,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,15,DRAW,DRAW_L,TEXT_HW,LINE_P,PHOTO,1.0,0.0,0.0,0.0,0.0
MTX202210018a,16,DRAW,DRAW_L,TEXT_T,LINE_P,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX202210018a,17,DRAW,TEXT_HW,DRAW_L,TEXT_T,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,18,DRAW,TEXT_T,TEXT_HW,DRAW_L,PHOTO,1.0,0.0,0.0,0.0,0.0
MTX202210018a,19,DRAW,DRAW_L,TEXT_T,LINE_T,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018a,20,DRAW,DRAW_L,TEXT_HW,TEXT_T,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018a,21,DRAW,DRAW_L,TEXT_HW,LINE_P,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,22,DRAW,DRAW_L,LINE_P,TEXT_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX202210018a,23,DRAW,DRAW_L,LINE_P,PHOTO,TEXT_P,1.0,0.0,0.0,0.0,0.0
MTX202210018a,24,DRAW,DRAW_L,PHOTO,TEXT_T,TEXT,1.0,0.0,0.0,0.0,0.0
MTX202210018a,25,DRAW,DRAW_L,TEXT_T,TEXT_HW,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018a,26,DRAW,DRAW_L,TEXT_T,LINE_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX202210018a,27,DRAW,DRAW_L,LINE_P,LINE_T,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,28,DRAW,DRAW_L,TEXT_T,TEXT_HW,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018a,29,DRAW,DRAW_L,TEXT_T,LINE_T,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018a,30,DRAW,DRAW_L,LINE_T,TEXT_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX202210018a,31,DRAW,DRAW_L,TEXT_T,LINE_T,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018a,32,DRAW,DRAW_L,TEXT_T,LINE_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX202210018a,33,DRAW,DRAW_L,TEXT_T,TEXT,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,34,DRAW,DRAW_L,TEXT_T,TEXT_HW,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,35,DRAW,DRAW_L,TEXT_T,LINE_P,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,36,DRAW,DRAW_L,TEXT_T,LINE_P,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,37,DRAW,DRAW_L,TEXT_T,LINE_P,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,38,DRAW,DRAW_L,TEXT_T,LINE_T,TEXT,1.0,0.0,0.0,0.0,0.0
MTX202210018a,39,DRAW,DRAW_L,PHOTO,LINE_T,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX202210018a,40,DRAW,DRAW_L,LINE_P,PHOTO,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,41,DRAW,DRAW_L,TEXT_T,LINE_P,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX202210018a,42,DRAW,DRAW_L,TEXT_HW,TEXT_T,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018a,43,DRAW,TEXT_HW,DRAW_L,PHOTO,TEXT_T,0.999,0.0,0.0,0.0,0.0
MTX202210018a,44,DRAW,DRAW_L,TEXT_T,TEXT_HW,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,45,DRAW,DRAW_L,TEXT_T,TEXT_HW,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018a,46,DRAW,DRAW_L,TEXT_T,TEXT_HW,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,47,DRAW,DRAW_L,TEXT_T,LINE_T,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018a,48,DRAW,DRAW_L,LINE_P,TEXT_T,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,49,DRAW,DRAW_L,TEXT,LINE_P,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,50,DRAW,DRAW_L,LINE_T,TEXT_T,TEXT,1.0,0.0,0.0,0.0,0.0
MTX202210018a,51,DRAW,DRAW_L,LINE_T,TEXT_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX202210018a,53,DRAW,DRAW_L,TEXT_T,LINE_T,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018a,54,DRAW,DRAW_L,TEXT_HW,TEXT_T,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,55,DRAW,DRAW_L,PHOTO,LINE_P,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018a,56,DRAW,DRAW_L,LINE_T,PHOTO,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,10,PHOTO,DRAW_L,TEXT_HW,LINE_T,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX202210018b,11,PHOTO,PHOTO_L,TEXT_HW,TEXT_T,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,12,TEXT_T,TEXT_HW,PHOTO,LINE_T,TEXT,0.999,0.0,0.0,0.0,0.0
MTX202210018b,13,PHOTO,PHOTO_L,LINE_T,TEXT_HW,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018b,14,PHOTO,TEXT_HW,TEXT,TEXT_P,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX202210018b,15,PHOTO,TEXT_HW,PHOTO_L,DRAW_L,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018b,16,PHOTO,TEXT_HW,TEXT_T,PHOTO_L,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,17,PHOTO,PHOTO_L,TEXT_HW,LINE_T,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,18,PHOTO,TEXT_HW,LINE_T,DRAW_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,19,PHOTO,TEXT_HW,TEXT_T,LINE_P,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,20,PHOTO,TEXT_HW,DRAW_L,LINE_P,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,21,PHOTO,TEXT_HW,PHOTO_L,TEXT_P,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,22,PHOTO,TEXT_HW,TEXT_T,PHOTO_L,LINE_P,1.0,0.0,0.0,0.0,0.0
MTX202210018b,23,PHOTO,LINE_T,TEXT_HW,TEXT_T,TEXT_P,1.0,0.0,0.0,0.0,0.0
MTX202210018b,24,TEXT_T,TEXT_HW,PHOTO,PHOTO_L,TEXT_P,1.0,0.0,0.0,0.0,0.0
MTX202210018b,25,PHOTO,PHOTO_L,TEXT_HW,DRAW,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,26,PHOTO,PHOTO_L,TEXT_HW,TEXT_T,TEXT_P,1.0,0.0,0.0,0.0,0.0
MTX202210018b,27,PHOTO,DRAW,PHOTO_L,TEXT_HW,DRAW_L,1.0,0.0,0.0,0.0,0.0
MTX202210018b,28,PHOTO,DRAW,DRAW_L,TEXT,PHOTO_L,1.0,0.0,0.0,0.0,0.0
MTX202210018b,29,PHOTO,DRAW,PHOTO_L,TEXT_HW,DRAW_L,0.997,0.002,0.0,0.0,0.0
MTX202210018b,30,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_P,1.0,0.0,0.0,0.0,0.0
MTX202210018b,31,PHOTO,DRAW,PHOTO_L,TEXT_T,TEXT,0.999,0.001,0.0,0.0,0.0
MTX202210018b,32,PHOTO,PHOTO_L,DRAW,TEXT,TEXT_T,0.999,0.0,0.0,0.0,0.0
MTX202210018b,33,PHOTO,DRAW,DRAW_L,PHOTO_L,TEXT,1.0,0.0,0.0,0.0,0.0
MTX202210018b,34,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,35,PHOTO,DRAW,PHOTO_L,TEXT_P,TEXT,1.0,0.0,0.0,0.0,0.0
MTX202210018b,36,PHOTO,DRAW,DRAW_L,LINE_T,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,37,PHOTO,DRAW,PHOTO_L,TEXT,DRAW_L,1.0,0.0,0.0,0.0,0.0
MTX202210018b,38,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,39,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_HW,0.997,0.002,0.0,0.0,0.0
MTX202210018b,40,PHOTO,DRAW,PHOTO_L,TEXT,DRAW_L,0.999,0.001,0.0,0.0,0.0
MTX202210018b,41,PHOTO,PHOTO_L,DRAW,TEXT,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,42,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,0.996,0.002,0.001,0.0,0.0
MTX202210018b,43,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,1.0,0.0,0.0,0.0,0.0
MTX202210018b,44,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,0.999,0.0,0.0,0.0,0.0
MTX202210018b,45,PHOTO,DRAW,PHOTO_L,TEXT,LINE_T,0.999,0.0,0.0,0.0,0.0
MTX202210018b,46,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_T,0.997,0.002,0.001,0.0,0.0
MTX202210018b,47,PHOTO,DRAW,LINE_T,TEXT,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX202210018b,48,PHOTO,DRAW,PHOTO_L,LINE_T,TEXT,1.0,0.0,0.0,0.0,0.0
MTX202210018b,49,PHOTO,DRAW,PHOTO_L,TEXT_P,TEXT,0.982,0.017,0.001,0.0,0.0
MTX202210018b,50,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_P,0.999,0.001,0.0,0.0,0.0
MTX202210018b,51,PHOTO,DRAW,PHOTO_L,TEXT,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,52,PHOTO,DRAW,TEXT,PHOTO_L,DRAW_L,0.999,0.0,0.0,0.0,0.0
MTX202210018b,53,PHOTO,DRAW,PHOTO_L,TEXT,DRAW_L,0.999,0.0,0.0,0.0,0.0
MTX202210018b,54,PHOTO,DRAW,PHOTO_L,TEXT_P,DRAW_L,0.999,0.0,0.0,0.0,0.0
MTX202210018b,55,PHOTO,DRAW,PHOTO_L,LINE_T,TEXT,0.999,0.0,0.0,0.0,0.0
MTX202210018b,56,PHOTO,DRAW,TEXT,PHOTO_L,TEXT_T,0.993,0.006,0.0,0.0,0.0
MTX202210018b,57,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT_P,0.999,0.0,0.0,0.0,0.0
MTX202210018b,58,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_P,0.999,0.0,0.0,0.0,0.0
MTX202210018b,59,PHOTO,PHOTO_L,DRAW,TEXT,TEXT_P,1.0,0.0,0.0,0.0,0.0
MTX202210018b,60,PHOTO,DRAW,PHOTO_L,TEXT_HW,TEXT,0.999,0.001,0.0,0.0,0.0
MTX202210018b,61,PHOTO,PHOTO_L,DRAW,TEXT,TEXT_HW,1.0,0.0,0.0,0.0,0.0
MTX202210018b,62,PHOTO,DRAW,PHOTO_L,TEXT,LINE_T,0.999,0.0,0.0,0.0,0.0
MTX202210018b,63,PHOTO,PHOTO_L,DRAW,TEXT,LINE_T,1.0,0.0,0.0,0.0,0.0
MTX202210018b,64,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_P,0.997,0.002,0.0,0.0,0.0
MTX202210018b,65,PHOTO,PHOTO_L,DRAW,TEXT,TEXT_P,0.999,0.0,0.0,0.0,0.0
MTX202210018b,66,PHOTO,DRAW,PHOTO_L,TEXT,DRAW_L,1.0,0.0,0.0,0.0,0.0
MTX202210018b,67,PHOTO,DRAW,PHOTO_L,TEXT_T,TEXT,0.999,0.0,0.0,0.0,0.0
MTX202210018b,68,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_T,0.999,0.0,0.0,0.0,0.0
MTX202210018b,69,PHOTO,DRAW,PHOTO_L,TEXT,DRAW_L,0.997,0.002,0.001,0.0,0.0
MTX202210018b,70,PHOTO,DRAW,PHOTO_L,TEXT_T,TEXT_P,1.0,0.0,0.0,0.0,0.0
MTX202210018b,71,PHOTO,PHOTO_L,DRAW,TEXT,DRAW_L,1.0,0.0,0.0,0.0,0.0
MTX202210018b,72,PHOTO,DRAW,PHOTO_L,LINE_T,TEXT,0.996,0.003,0.0,0.0,0.0
MTX202210018b,73,TEXT_HW,DRAW,TEXT_T,PHOTO,LINE_T,0.62,0.359,0.013,0.006,0.003
MTX202210018b,74,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,0.999,0.0,0.0,0.0,0.0
MTX202210018b,75,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_P,1.0,0.0,0.0,0.0,0.0
MTX202210018b,76,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_T,0.999,0.001,0.0,0.0,0.0
MTX202210018b,77,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,0.999,0.0,0.0,0.0,0.0
MTX202210018b,78,PHOTO,DRAW,PHOTO_L,TEXT,DRAW_L,1.0,0.0,0.0,0.0,0.0
MTX202210018b,79,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_P,0.999,0.0,0.0,0.0,0.0
MTX202210018b,80,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,0.999,0.001,0.0,0.0,0.0
